id,date,home_team_score,period,postseason,season,status,time,visitor_team_score,home_team.id,home_team.abbreviation,home_team.city,home_team.conference,home_team.division,home_team.full_name,home_team.name,visitor_team.id,visitor_team.abbreviation,visitor_team.city,visitor_team.conference,visitor_team.division,visitor_team.full_name,visitor_team.name
21169,2008-12-20T00:00:00.000Z,94,4,False,2008,Final, ,95,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
21170,2008-12-21T00:00:00.000Z,85,4,False,2008,Final, ,78,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
21171,2008-12-22T00:00:00.000Z,113,4,False,2008,Final, ,81,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
21172,2008-12-23T00:00:00.000Z,110,4,False,2008,Final, ,91,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
21173,2008-12-26T00:00:00.000Z,97,4,False,2008,Final, ,88,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
21174,2008-12-27T00:00:00.000Z,103,4,False,2008,Final, ,114,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
21175,2008-12-28T00:00:00.000Z,103,4,False,2008,Final, ,105,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
21176,2008-12-29T00:00:00.000Z,108,4,False,2008,Final, ,98,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
21177,2008-12-30T00:00:00.000Z,104,4,False,2008,Final, ,95,16,MIA,Miami,East,Southeast,Miami Heat,Heat,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
21178,2008-12-31T00:00:00.000Z,83,4,False,2008,Final, ,75,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
21179,2009-01-02T00:00:00.000Z,117,4,False,2008,Final, ,92,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
21180,2009-01-02T00:00:00.000Z,113,4,False,2008,Final, ,100,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
21181,2009-01-03T00:00:00.000Z,102,4,False,2008,Final, ,92,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
21182,2009-01-06T00:00:00.000Z,107,4,False,2008,Final, ,102,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,13,LAC,LA,West,Pacific,LA Clippers,Clippers
21183,2009-01-07T00:00:00.000Z,129,4,False,2008,Final, ,87,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
21184,2009-01-09T00:00:00.000Z,98,4,False,2008,Final, ,86,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
21185,2009-01-10T00:00:00.000Z,98,4,False,2008,Final, ,109,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
21186,2009-01-11T00:00:00.000Z,88,4,False,2008,Final, ,94,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
21187,2009-01-13T00:00:00.000Z,107,4,False,2008,Final, ,139,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
21188,2009-01-14T00:00:00.000Z,99,4,False,2008,Final, ,102,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,16,MIA,Miami,East,Southeast,Miami Heat,Heat
21189,2009-01-16T00:00:00.000Z,122,4,False,2008,Final, ,129,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
21190,2009-01-17T00:00:00.000Z,85,4,False,2008,Final, ,91,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
21191,2009-01-19T00:00:00.000Z,103,4,False,2008,Final, ,100,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
21192,2009-01-21T00:00:00.000Z,121,4,False,2008,Final, ,122,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
21193,2009-01-23T00:00:00.000Z,94,4,False,2008,Final, ,114,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
21194,2009-01-25T00:00:00.000Z,109,4,False,2008,Final, ,108,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
21195,2009-01-26T00:00:00.000Z,83,4,False,2008,Final, ,90,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
21196,2009-01-28T00:00:00.000Z,112,4,False,2008,Final, ,104,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
21197,2009-01-29T00:00:00.000Z,99,4,False,2008,Final, ,88,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
21198,2009-01-30T00:00:00.000Z,78,4,False,2008,Final, ,86,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
21199,2009-01-30T00:00:00.000Z,88,4,False,2008,Final, ,109,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
21200,2009-01-31T00:00:00.000Z,113,4,False,2008,Final, ,122,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
21201,2009-02-04T00:00:00.000Z,113,4,False,2008,Final, ,114,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
21202,2009-02-06T00:00:00.000Z,105,4,False,2008,Final, ,126,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,13,LAC,LA,West,Pacific,LA Clippers,Clippers
21203,2009-02-07T00:00:00.000Z,97,4,False,2008,Final, ,121,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,13,LAC,LA,West,Pacific,LA Clippers,Clippers
21204,2009-02-08T00:00:00.000Z,101,4,False,2008,Final, ,97,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
21205,2009-02-10T00:00:00.000Z,82,4,False,2008,Final, ,99,16,MIA,Miami,East,Southeast,Miami Heat,Heat,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
21206,2009-02-10T00:00:00.000Z,102,4,False,2008,Final, ,110,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
21207,2009-02-11T00:00:00.000Z,91,4,False,2008,Final, ,87,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
21208,2009-02-11T00:00:00.000Z,113,4,False,2008,Final, ,109,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
21209,2009-02-11T00:00:00.000Z,128,4,False,2008,Final, ,124,13,LAC,LA,West,Pacific,LA Clippers,Clippers,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
21210,2009-02-12T00:00:00.000Z,92,4,False,2008,Final, ,99,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
21211,2009-02-17T00:00:00.000Z,100,4,False,2008,Final, ,91,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
21212,2009-02-17T00:00:00.000Z,111,4,False,2008,Final, ,103,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
21213,2009-02-17T00:00:00.000Z,112,4,False,2008,Final, ,107,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
21214,2009-02-17T00:00:00.000Z,117,4,False,2008,Final, ,99,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
21215,2009-02-18T00:00:00.000Z,104,4,False,2008,Final, ,111,16,MIA,Miami,East,Southeast,Miami Heat,Heat,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
21216,2009-02-20T00:00:00.000Z,108,4,False,2008,Final, ,98,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
21217,2009-02-21T00:00:00.000Z,133,4,False,2008,Final, ,120,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
21218,2009-02-22T00:00:00.000Z,99,4,False,2008,Final, ,78,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
21219,2009-02-24T00:00:00.000Z,93,4,False,2008,Final, ,76,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
