id,date,home_team_score,period,postseason,season,status,time,visitor_team_score,home_team.id,home_team.abbreviation,home_team.city,home_team.conference,home_team.division,home_team.full_name,home_team.name,visitor_team.id,visitor_team.abbreviation,visitor_team.city,visitor_team.conference,visitor_team.division,visitor_team.full_name,visitor_team.name
27276,2014-11-06T00:00:00.000Z,108,4,False,2014,Final, ,87,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
27277,2014-11-07T00:00:00.000Z,122,4,False,2014,Final, ,119,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
27278,2014-11-08T00:00:00.000Z,87,4,False,2014,Final, ,98,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
27279,2014-11-09T00:00:00.000Z,116,4,False,2014,Final, ,100,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
27280,2014-11-10T00:00:00.000Z,85,4,False,2014,Final, ,89,13,LAC,LA,West,Pacific,LA Clippers,Clippers,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
27281,2014-11-11T00:00:00.000Z,107,4,False,2014,Final, ,102,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
27282,2014-11-12T00:00:00.000Z,107,4,False,2014,Final, ,103,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
27283,2014-11-12T00:00:00.000Z,101,4,False,2014,Final, ,113,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
27284,2014-11-13T00:00:00.000Z,93,4,False,2014,Final, ,100,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
27285,2014-11-14T00:00:00.000Z,121,4,False,2014,Final, ,122,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
27286,2014-11-15T00:00:00.000Z,120,4,False,2014,Final, ,107,13,LAC,LA,West,Pacific,LA Clippers,Clippers,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
27287,2014-11-17T00:00:00.000Z,119,4,False,2014,Final, ,93,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
27288,2014-11-19T00:00:00.000Z,86,4,False,2014,Final, ,88,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
27289,2014-11-21T00:00:00.000Z,92,4,False,2014,Final, ,121,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
27290,2015-04-07T00:00:00.000Z,105,4,False,2014,Final, ,100,16,MIA,Miami,East,Southeast,Miami Heat,Heat,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
27291,2015-04-08T00:00:00.000Z,86,4,False,2014,Final, ,102,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
27292,2015-04-10T00:00:00.000Z,103,4,False,2014,Final, ,104,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
27293,2015-04-12T00:00:00.000Z,121,4,False,2014,Final, ,114,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
27294,2015-04-13T00:00:00.000Z,97,4,False,2014,Final, ,107,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
27295,2015-04-14T00:00:00.000Z,101,4,False,2014,Final, ,112,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,13,LAC,LA,West,Pacific,LA Clippers,Clippers
27296,2015-04-15T00:00:00.000Z,92,4,False,2014,Final, ,87,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
27297,2015-04-15T00:00:00.000Z,101,4,False,2014,Final, ,105,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,16,MIA,Miami,East,Southeast,Miami Heat,Heat
27374,2014-11-13T00:00:00.000Z,111,4,False,2014,Final, ,110,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
27375,2014-11-14T00:00:00.000Z,87,4,False,2014,Final, ,108,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
