id,date,home_team_score,period,postseason,season,status,time,visitor_team_score,home_team.id,home_team.abbreviation,home_team.city,home_team.conference,home_team.division,home_team.full_name,home_team.name,visitor_team.id,visitor_team.abbreviation,visitor_team.city,visitor_team.conference,visitor_team.division,visitor_team.full_name,visitor_team.name
23522,2009-10-31T00:00:00.000Z,96,4,False,2009,Final, ,85,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
23523,2009-10-31T00:00:00.000Z,113,4,False,2009,Final, ,94,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
23524,2009-10-31T00:00:00.000Z,84,4,False,2009,Final, ,93,13,LAC,LA,West,Pacific,LA Clippers,Clippers,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
23525,2009-11-01T00:00:00.000Z,116,4,False,2009,Final, ,125,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
23526,2009-11-01T00:00:00.000Z,97,4,False,2009,Final, ,87,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
23527,2009-11-01T00:00:00.000Z,95,4,False,2009,Final, ,87,16,MIA,Miami,East,Southeast,Miami Heat,Heat,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
23528,2009-11-01T00:00:00.000Z,74,4,False,2009,Final, ,83,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
23529,2009-11-01T00:00:00.000Z,133,4,False,2009,Final, ,123,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
23530,2009-11-01T00:00:00.000Z,120,4,False,2009,Final, ,112,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
23531,2009-11-01T00:00:00.000Z,118,4,False,2009,Final, ,110,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
23532,2009-11-02T00:00:00.000Z,79,4,False,2009,Final, ,68,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
23533,2009-11-02T00:00:00.000Z,117,4,False,2009,Final, ,111,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
23534,2009-11-02T00:00:00.000Z,96,4,False,2009,Final, ,113,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
23535,2009-11-02T00:00:00.000Z,127,4,False,2009,Final, ,116,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
23536,2009-11-02T00:00:00.000Z,93,4,False,2009,Final, ,90,13,LAC,LA,West,Pacific,LA Clippers,Clippers,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
23537,2009-11-03T00:00:00.000Z,102,4,False,2009,Final, ,90,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
23538,2009-11-03T00:00:00.000Z,93,4,False,2009,Final, ,111,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
23539,2009-11-03T00:00:00.000Z,85,4,False,2009,Final, ,80,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
23540,2009-11-03T00:00:00.000Z,74,4,False,2009,Final, ,105,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
23541,2009-11-03T00:00:00.000Z,96,4,False,2009,Final, ,104,16,MIA,Miami,East,Southeast,Miami Heat,Heat,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
23542,2009-11-03T00:00:00.000Z,83,4,False,2009,Final, ,81,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
23543,2009-11-03T00:00:00.000Z,98,4,False,2009,Final, ,101,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
23948,2009-10-27T00:00:00.000Z,89,4,False,2009,Final, ,95,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
23949,2009-10-27T00:00:00.000Z,96,4,False,2009,Final, ,87,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets
23950,2009-10-28T00:00:00.000Z,92,4,False,2009,Final, ,59,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
23951,2009-10-28T00:00:00.000Z,120,4,False,2009,Final, ,106,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
24050,2009-11-03T00:00:00.000Z,96,4,False,2009,Final, ,85,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
24051,2009-11-04T00:00:00.000Z,94,4,False,2009,Final, ,122,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
24052,2009-11-06T00:00:00.000Z,90,4,False,2009,Final, ,107,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
24053,2009-11-07T00:00:00.000Z,129,4,False,2009,Final, ,101,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
24054,2009-11-08T00:00:00.000Z,104,4,False,2009,Final, ,88,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
24055,2009-11-09T00:00:00.000Z,146,4,False,2009,Final, ,105,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
24056,2009-11-10T00:00:00.000Z,79,4,False,2009,Final, ,93,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
24057,2009-11-11T00:00:00.000Z,79,4,False,2009,Final, ,82,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
24058,2009-11-11T00:00:00.000Z,92,4,False,2009,Final, ,83,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
24059,2009-11-13T00:00:00.000Z,86,4,False,2009,Final, ,97,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
24060,2009-11-14T00:00:00.000Z,94,4,False,2009,Final, ,88,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
24061,2009-11-15T00:00:00.000Z,101,4,False,2009,Final, ,100,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
24062,2009-11-16T00:00:00.000Z,97,4,False,2009,Final, ,91,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets
24063,2009-11-17T00:00:00.000Z,83,4,False,2009,Final, ,91,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
24064,2009-11-18T00:00:00.000Z,108,4,False,2009,Final, ,91,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
24065,2009-11-18T00:00:00.000Z,99,4,False,2009,Final, ,94,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs
24066,2009-11-19T00:00:00.000Z,83,4,False,2009,Final, ,90,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
24067,2009-11-20T00:00:00.000Z,97,4,False,2009,Final, ,102,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
24068,2009-11-21T00:00:00.000Z,91,4,False,2009,Final, ,98,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
24069,2009-11-03T00:00:00.000Z,91,4,False,2009,Final, ,97,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
24070,2009-11-04T00:00:00.000Z,122,4,False,2009,Final, ,100,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
24071,2009-11-04T00:00:00.000Z,89,4,False,2009,Final, ,93,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,16,MIA,Miami,East,Southeast,Miami Heat,Heat
24072,2009-11-06T00:00:00.000Z,91,4,False,2009,Final, ,100,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
24073,2009-11-06T00:00:00.000Z,105,4,False,2009,Final, ,94,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
24074,2009-11-07T00:00:00.000Z,113,4,False,2009,Final, ,110,13,LAC,LA,West,Pacific,LA Clippers,Clippers,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
24075,2009-11-08T00:00:00.000Z,90,4,False,2009,Final, ,102,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
24076,2009-11-10T00:00:00.000Z,101,4,False,2009,Final, ,98,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
24077,2009-11-11T00:00:00.000Z,105,4,False,2009,Final, ,86,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,29,UTA,Utah,West,Northwest,Utah Jazz,Jazz
24078,2009-11-11T00:00:00.000Z,124,4,False,2009,Final, ,104,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
24079,2009-11-13T00:00:00.000Z,105,4,False,2009,Final, ,79,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
24080,2009-11-14T00:00:00.000Z,113,4,False,2009,Final, ,104,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
24081,2009-11-17T00:00:00.000Z,87,4,False,2009,Final, ,101,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
24082,2009-11-18T00:00:00.000Z,103,4,False,2009,Final, ,110,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
24083,2009-11-20T00:00:00.000Z,104,4,False,2009,Final, ,102,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
24084,2009-11-21T00:00:00.000Z,98,4,False,2009,Final, ,103,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
24085,2009-11-22T00:00:00.000Z,105,4,False,2009,Final, ,107,20,NYK,New York,East,Atlantic,New York Knicks,Knicks,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
24086,2009-11-23T00:00:00.000Z,112,4,False,2009,Final, ,98,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
24087,2009-11-24T00:00:00.000Z,103,4,False,2009,Final, ,111,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
24088,2009-11-25T00:00:00.000Z,116,4,False,2009,Final, ,81,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
24089,2009-11-27T00:00:00.000Z,95,4,False,2009,Final, ,120,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
24090,2009-11-28T00:00:00.000Z,97,4,False,2009,Final, ,130,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers
24091,2009-11-29T00:00:00.000Z,85,4,False,2009,Final, ,92,16,MIA,Miami,East,Southeast,Miami Heat,Heat,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
24092,2009-12-02T00:00:00.000Z,107,4,False,2009,Final, ,90,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns
24093,2009-12-03T00:00:00.000Z,83,4,False,2009,Final, ,90,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics
24094,2009-12-04T00:00:00.000Z,105,4,False,2009,Final, ,96,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
24095,2009-12-05T00:00:00.000Z,99,4,False,2009,Final, ,106,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
24096,2009-12-08T00:00:00.000Z,96,4,False,2009,Final, ,94,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings
24097,2009-12-09T00:00:00.000Z,96,4,False,2009,Final, ,97,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
24098,2009-12-11T00:00:00.000Z,96,4,False,2009,Final, ,113,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,20,NYK,New York,East,Atlantic,New York Knicks,Knicks
24099,2009-12-11T00:00:00.000Z,106,4,False,2009,Final, ,103,24,PHX,Phoenix,West,Pacific,Phoenix Suns,Suns,22,ORL,Orlando,East,Southeast,Orlando Magic,Magic
24100,2009-12-12T00:00:00.000Z,104,4,False,2009,Final, ,95,9,DET,Detroit,East,Central,Detroit Pistons,Pistons,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors
24101,2009-12-16T00:00:00.000Z,95,4,False,2009,Final, ,87,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
24102,2009-12-18T00:00:00.000Z,109,4,False,2009,Final, ,98,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder,9,DET,Detroit,East,Central,Detroit Pistons,Pistons
24103,2009-12-19T00:00:00.000Z,95,4,False,2009,Final, ,90,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,21,OKC,Oklahoma City,West,Northwest,Oklahoma City Thunder,Thunder
24104,2009-12-20T00:00:00.000Z,98,4,False,2009,Final, ,92,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
24105,2009-12-22T00:00:00.000Z,87,4,False,2009,Final, ,112,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
24106,2009-12-23T00:00:00.000Z,94,4,False,2009,Final, ,98,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,25,POR,Portland,West,Northwest,Portland Trail Blazers,Trail Blazers
24107,2009-12-25T00:00:00.000Z,87,4,False,2009,Final, ,102,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
24108,2009-12-26T00:00:00.000Z,96,4,False,2009,Final, ,85,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
24109,2009-12-27T00:00:00.000Z,114,4,False,2009,Final, ,80,16,MIA,Miami,East,Southeast,Miami Heat,Heat,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
24110,2009-12-28T00:00:00.000Z,94,4,False,2009,Final, ,84,4,CHA,Charlotte,East,Southeast,Charlotte Hornets,Hornets,17,MIL,Milwaukee,East,Central,Milwaukee Bucks,Bucks
24111,2009-12-29T00:00:00.000Z,84,4,False,2009,Final, ,95,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers
24112,2009-12-30T00:00:00.000Z,110,4,False,2009,Final, ,121,12,IND,Indiana,East,Central,Indiana Pacers,Pacers,15,MEM,Memphis,West,Southwest,Memphis Grizzlies,Grizzlies
24113,2009-12-30T00:00:00.000Z,106,4,False,2009,Final, ,116,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers
24114,2009-12-31T00:00:00.000Z,108,4,False,2009,Final, ,78,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,16,MIA,Miami,East,Southeast,Miami Heat,Heat
24115,2010-01-02T00:00:00.000Z,103,4,False,2009,Final, ,96,2,BOS,Boston,East,Atlantic,Boston Celtics,Celtics,28,TOR,Toronto,East,Atlantic,Toronto Raptors,Raptors
24116,2010-01-03T00:00:00.000Z,131,4,False,2009,Final, ,96,14,LAL,Los Angeles,West,Pacific,Los Angeles Lakers,Lakers,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
24117,2010-01-04T00:00:00.000Z,92,4,False,2009,Final, ,75,16,MIA,Miami,East,Southeast,Miami Heat,Heat,1,ATL,Atlanta,East,Southeast,Atlanta Hawks,Hawks
24118,2010-01-05T00:00:00.000Z,97,4,False,2009,Final, ,104,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
24119,2010-01-06T00:00:00.000Z,121,4,False,2009,Final, ,98,6,CLE,Cleveland,East,Central,Cleveland Cavaliers,Cavaliers,30,WAS,Washington,East,Southeast,Washington Wizards,Wizards
24120,2010-01-08T00:00:00.000Z,103,4,False,2009,Final, ,112,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,7,DAL,Dallas,West,Southwest,Dallas Mavericks,Mavericks
24121,2010-01-09T00:00:00.000Z,102,4,False,2009,Final, ,100,26,SAC,Sacramento,West,Pacific,Sacramento Kings,Kings,8,DEN,Denver,West,Northwest,Denver Nuggets,Nuggets
24122,2010-01-10T00:00:00.000Z,97,4,False,2009,Final, ,85,27,SAS,San Antonio,West,Southwest,San Antonio Spurs,Spurs,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets
24123,2010-01-11T00:00:00.000Z,96,4,False,2009,Final, ,92,23,PHI,Philadelphia,East,Atlantic,Philadelphia 76ers,76ers,19,NOP,New Orleans,West,Southwest,New Orleans Pelicans,Pelicans
24124,2010-01-13T00:00:00.000Z,120,4,False,2009,Final, ,114,11,HOU,Houston,West,Southwest,Houston Rockets,Rockets,18,MIN,Minnesota,West,Northwest,Minnesota Timberwolves,Timberwolves
24125,2010-01-15T00:00:00.000Z,105,4,False,2009,Final, ,121,3,BKN,Brooklyn,East,Atlantic,Brooklyn Nets,Nets,12,IND,Indiana,East,Central,Indiana Pacers,Pacers
24126,2010-01-18T00:00:00.000Z,114,4,False,2009,Final, ,97,10,GSW,Golden State,West,Pacific,Golden State Warriors,Warriors,5,CHI,Chicago,East,Central,Chicago Bulls,Bulls
